text,label,sentiment
"Correct and complete order. Okay quality, medyo maliit lang sizes, need to add one size sa original size mo. Medyo di lanh din maganda yung sa bulsa na part pero okay na din, may zipper naman.",2,Neutral
"Legit na effective i suffered too long, may ganito pa lang item na makakatanggal sa super pagpawis ng aking kilikili. thank you din sa mabilis na transfaction.",4,Positive
Thank u ang cute safe nakarating sakin at ang bilis wil ordered again,4,Positive
"ATTENTION! See my details. Disappointed ako! I ordered color BLACK XXL. Yung dumating Maroon, magkaiba pa nang sizes. REALLY? Hindi Ganito Yung nasa description niyo seller. Ang pangit ng service niyo, nagchat ako sa store niyo for updates, wala naman kayo response. Bakit pa kayo naglagay ng choices sa color kung di niyo rin naman na apply sa idedeliver niyo?",0,Negative
medj umeepekto naman pero medj lang saka akala ko 1 week lng maglalight na kilikilers ko pero mag wa one month ko na siyang nagagamit so ayon ayos lng nmn,2,Neutral
Akala ko rose gold. Light gold pala hehe di sya masyadong pinkish unlike sa rose gold ng iPhone hahaha pero okay na rin,3,Neutral
sira po ang mic nakakadismaya di mn lng binuble rap,0,Negative
Chinarge ko muna pagkarating tapos nung apat na ang ilaw sinubukan ko na. After ilang mins lowbat agad yung powerbank. Oks na kung kailangan mo ng 20 percent below na dagdag battery. Handy lang.,2,Neutral
Thank you shoppe thanks seller na receive kuna ang parcel well packed and correct item all in all. are working ang galing lang ang mura lang ng product pero quality sya pang national bookstore lang ang peg medyo cheaper sya pero lahat maayus i buy again pag naubos na more sales to come s shop god bless,4,Positive
Sulit ang pera ko dito! Di ko ineexpect na ganito un quality,4,Positive
Legit! Thank you at dumating pa din kahit nag tagal bago i ship. Nakuha ko last 12. 12 at mas naka save ako kesa sa mall price. Thank you!,4,Positive
Mabilis ang delivery and well packaged Yung Yung items makapal naman yung tela nya,4,Positive
"Item is great, thanks seller bukod aa speaker di gumagana pero ok na din. kasi piso ko lang nabili pero mejo nakakahinayang lang",1,Neutral
Hindi na ako oorder sa inyo kahit kailan. Sira yung LED. Tapos yung agent na nakausap ko sabi daw ng boss nya ganyan lang daw talaga. 2nd time ko na bumili sa kanila yung una meron LED. Kung meron lang zero yun na nilagay ko. Grabe itong seller na ito.,0,Negative
Nakakadisappoint naman white order ko blue dumating,1,Negative
Kasya nman kaso manipis lng yung cycling short Yung munafie hindi kasya sa akin pang small size siya hindi katulad nong unang order ko na mataas tas pwede sa small to large ag size,3,Neutral
The bag for the bottle is nice. If I' m not mistaken katya yung tela. The bottle is so- so. The bilog na nasa gitna is hindi totally kasya. At may konting amoy yung plastic niya pag tumagal na may laman. The bottle is may konting bubble pero di naman masyadong pansin.,2,Neutral
"Ordered 088 night Shipped out 08. 13 Delivered 08. 14 Understandable na medyo natagalan ship out since maraming deliveries sa 8. 8 sale. Less 1 star kasi may dumi sa mukha ni hisoka, di natatanggal ng tubig lang but not sure pag may sabon na. Perfect fit naman and for its price sulit na. Thank you!",3,Neutral
Bakit ganun? Ok yung product maganda siya pero pag nilalagay sa mata nakaka kiliti kaya talagang kukusutin yung mata. Ang hirap niya ilagay sa mata kase nakaka kiliti.,1,Neutral
Hnd ma connect ilang beses ko na trinay hnd lumalabas ung name ng Bluetooth speaker,1,Negative
pangit naman ang quality at ang manipis ang Tila at wala naman kakaiba sa items.,0,Negative
Maganda yung wallet kaso yung box is not presentable. Punit yung lagayan and plastic. Ipangreregalo ko sana kainis lang,2,Neutral
ung mic hnd mganda pg nka kabit s speaker. nabbarag ang tunOg.,3,Negative
"ulit, di pala maganda. Parang sira agad. Nasayang lang pera ko.",3,Negative
Na receive kuna order salamat po sa ngdelever. si seller nkkadismaya ang binigay sa aking item order color Blue binigay black. ok lng sna kung sa color lng sya ngkamali. di sya ma open kung di nka charge umiilaw may tunog pa parang bumubusina pa. di tumunog pati yung mic. nkakainis. shope n2.,0,Negative
4 stars kasi may leakage sa isang deodorant. Sobrang messy niya talaga. Sana sa susunod ayusin ang pagka packed. Sana effective.,3,Neutral
May damage ang isa. Broken ang plastic. Disappointed kasi may damage. working naman lahat kahit may crack,2,Neutral
pangit nung lipstick amoy crayon pagbukas ko dami damage sana man lang inayos yung pagkalagay,1,Negative
Napakasakit sa paa kahit 42 ako ginawa ko kasing basehan yung binili ko na sapatos din sa online na 42 din kaso maluwag. Sa mga bibili add 1 size kayo sa sapatos na ito.,3,Negative
huwag maniniwala sa size na nkalagay mga seshie. ok lng sna na manipis basta tama ang size. no ba yarn.,3,Negative
Wala akong masabi what u see is what you get. Planning to buy again,4,Positive
may basag ung pump and ung label nya parang print lang tas dinikit hindi ko sure if legit ba to or what.,1,Negative
Hindi manganda yung tela jusko para kang nagsusuot ng may langgam.,1,Negative
"Di sya ganon ka effective? Pero oks lang. Sumasakit pa rin likod ko na parang di pa rin sya na iistraighten. Been using for days na. Hirap din isuot, natitiklop at ang uncomfy haha",3,Negative
Mejo matagl dumating pero kumpleto. Maliit lng pla speaker pero malakas tunog. Ty active din mahreply seller.,4,Positive
literal flare L E G G I N G S) or yoga pants sobrang nipis. iba sa inexpect ko. pero okay namang un nga lang yoga pants tlga sya,2,Neutral
"everytime talaga na bibili ako nito palagi talagang may leak, mas madami yung nasayang ngayon kesa nung una. paki ayos po sayang kasi",2,Negative
Tagal naship Ok nman ung phone inobserbahan ko ng almost 1week Wala nman problema maliban lng sa my malalim na gasgas ung CP pero sealed nman ung product ng dumating sakin So tingin ko eh sa factory na ung gasgas na un galing. Nagmsg din ako sa seller pero wala reply until now deadma lng,2,Neutral
"Sana po sa sunod, sundin naman yun order. Warm white po ang order ko pero RGB ang dumating. Para sa sementeryo dapat, pang xmas po ang pinadala nyo. Tsk tsk tsk",2,Negative
"Nice naman yung soundbox kaso yung mic nya maecho, nahuhuli yung voice mo at walang adjuster. Hahahaha. Anyway, nice sound quality. Nagsusurface din ang bass. Loud din sya. Nice nice. Sana magtagal cause most of these nasisira agad. Maybe iwasan lang talaga using while charging.",3,Neutral
punit ang tali at gasgas ang silver sa bibig ng tumbler.,0,Negative
ang ganda ng item pero yung courier napakabagal dito sa pinas inabot ng halus 1month.,1,Neutral
Thank you Po mabilis Naman po Na nadelicer Pero damage po Ang isa walang Kawit sa sling nya Nong una Aq nag order Ganito nanaman sira Po yong isa Ngayon ito damage ulit ang isa Sana bago po epack icheck po ninyo muna ang hirap po kc magbalik sana sa susunod or sa ibang buyer ay ayosin na ma,1,Negative
Ok naman siya kaya lang wrong color delivered black order ko.,3,Neutral
As always maganda Ang item pangalawa order ko n at itong last order ko panggift ko sa byanan Kong lalake bday Nia Po kc,4,Positive
"GRBEHHHH PASABOG NETO NAPAKALAKAS PLUS ANG GANDA PA NG TUNOG, TUWANG TUWA SI PAPA KASE MAY BAGO NA SYANG PAPATUGTUGIN SA PASKO HAHAHAHAHA ANYWAYS THANK YOU SELLER, RIDER SHOPPEEEE ADVANCE MERRY CHRISTMAS AND HAPPY NEW YEAR Y' ALL",4,Positive
"Ok naman gumagana un Bluetooth, usb at mayroon din pala syang fm radio lahat gumagana, order ako uli. Thanks.",2,Positive
Oky sana kaso po isang araw lng ngamit ayaw n tumunog bakit ganito,3,Negative
"Not properly wrapped, walang bubble wrap and sira- sira yung box but wala naman na damage yung shoes. Parang yung original lang pero iba yung kulay nung pinaka ilalim niya, dark brown huhuhu Also no need na mag dagdag sa size mo, fit na fit na siya.",3,Neutral
Ang ganda po ng tela nya as in d gaya ng iba sulit Yung presyo at maganda yun pagkakagawa ng design worth it po thank youu,4,Positive
"Kulang yung binigay ni seller na item, ang nangyare mas mahal pa yung shipping kesa items, paayos naman seller. make sure na bago nyo iship kompleto kase di naman kulang yung binabayad namin.",0,Negative
Maganda yung quality nya lakas maka mayaman. Nagustuhan ng bf ko. Thank you,4,Positive
"Legit. legit. gumagana sa tv namin, madali pa iset up, mabilis din mgpaship si seller, ung tv nmin naging android, sobang happy ang aking anak, salamat sa seller, at sa shopee.",4,Positive
Okay naman lahat kala ko lang may freebies this time wala pala hehe. Thanks seller,4,Neutral
Hindi po sya gumagana. Mas malakas pa yung record kapag walang mic.,0,Negative
umabot nman po ng two weeks na gamit. ngayon sira na po agad xa ayaw. na. gumana sayang po.,1,Negative
Salamat shopeeat SA seller thank you so much superrrrrrr cute magustuhan ko talaga at ng kids ko. at SA nag deliver kahit na umuulan thanks Po,4,Positive
Panget nung pink masikip sa paa pero yung blue bet ko,2,Neutral
"Ok naman item, got it on flashdeal masusubukan kng efdective nga for outdoor use sana tumagal ung item not sure kng water resist? Prang paasukin ng water Hmm",4,Neutral
Bugok di marunong mag basa puro black binigay may white nga nakalagay e,0,Negative
May butas ung pinadala nilang item sa akin wla sa ayos,0,Negative
Mabilis syang madeliver. Pero ang panget hindi sya gumagana ano to laruan ng bata? Nag bayad ako ng maayos sana mag bigay rin kayo ng maayos yung gumagana sana,0,Negative
Maluwang ang turnilyo. Pangalawang order ko na to sana kasi okay sakin yung una kahut maalikabok. Nalinisan ko naman bago ibenta pero dito sa pangalawang batch ng order ko. Maluwang ang pagkakabit ng turnilyo. Nd mahigpit ang kaput sa phone kaya lumalaylay. Kakahiya sa buyers ko. Tsk!,1,Negative
"okay naman po maganda sakto lang sakin kasi payat ako, kaso manipis po tela ng white pero yung black maganda.",3,Neutral
"Working namn sya, pero basag ung sa switch na part syaka ung sa bandang paa ng speaker, ok nmn ung box walang damage so ok sya sa deliver then naka bubble warp nmn hnd ako nag video kc ok nmn ung labas ng package until I open it, aun nsa loob pla yung damage",1,Neutral
super ganda nung power bank at nagana naman. Pink binili kong airpod case pero black yung dumating:,3,Neutral
Medyo manipis sya pero pwede na maganda din naman ang tela.,3,Neutral
The quality is good! Ang bilis dumating ng order q kasama to Sa unang batch na inorder q using shoppee pay at super happy kc wala namang bad vibes na nangyari for now” Definitely will order again happy shopper here,4,Positive
Ampanget ng earphone. Buy 1 take 1 nga ampanget naman pag ginamit mo parang may sira ear drum mo sa echo amp,1,Negative
ang tagal kita inintay tapos pagdating may damage pa. sad,3,Negative
"Kita naman sa picture ung issue. Yong red mini tripod, luwag yong isang handle then yong blue naman okay sana kaso yupi na ung foam ng handle. Na deformed na sya. Hayst. Pero okay lang. Matagal din ang shipping.",1,Neutral
"The item is nice, manipis lang pero okay naman din, kaso may sira parang plenansya tas nasunog yung tela nasa pic.",3,Negative
"maganda naman, gumagana pero ampangit ng box yupi yupi. reseller lang kami pero mukhang di maganda ibigay sa buyer dahil sa box",1,Neutral
"May 11 ko inorder, may 16 na dumating. Mejo matagal. Prang overseas. Nasusulatan naman, madikit naman kunti. Ok lang din.",3,Neutral
"Maganda, mukhang matibay nman sana tumagal. Mahaba pero pwedeng putulin para sa size mo.",2,Positive
Yupi yupi yung box tas yung isang takip puro gasgas,1,Negative
Sablay sa sukat palagay nyo saken UNANO ganun paman ok narin kesa wala merry christmas,1,Neutral
Noong una nagandahan ako sa kanya pero nong tinry kuna nakakainis kase palaging lowbat tapos di kupa magamit ng maayos nakakadissapoint lang,1,Negative
"Sobrang dissappointed ako! Bukod sa sobrang gaan nya, sobrang hina nya pa kahit todo na yung volume.",1,Negative
Medyo ok nmn anh item kaso lng na flat di ksi nka box,2,Neutral
Wag na wag Kayo guys Bibili dito kasi Sira po mga Items nila promise,1,Negative
"edit ko lng una Kong rate. mic sana tlaga ang habol ko KC may speaker na kami kaya ako umorder tas one day lang magagamit. ayaw na talagang gumana. seller, pakipalitan nio Naman Yung mic",1,Negative
Nasyangan lang talaga ako kasi di porkit bayad na yung Item kulang yong deliver nyo. Though maliit na mahalaga yon pero I paid exact amount so next time you do the same po sana. I cancelled my refund kasi para lang don. Sayang ang time ko. BUT OVERALL GOOD QUALITY NAMAN YONG NA RECEIVED KO.,1,Neutral
Akala ko po ba free microphone. bakit walang kasamang mic. Ang Daya nman. nasa na Yung mic,2,Negative
Got the Items na naka bubble wrap pero yong box ng item yupi yupi at yong isang item yong pink damage natatangal yong pinaka elecy niya habang naka on at yon yong nakakatakot kabang ginagamit.,1,Negative
"Ganda ng belt kaso bubble wrap lang yung lalagyan nung dumating, may nakita ako sa ibang review na may box pa yung iba at lalagyan",3,Neutral
Mabilis delivery pero poor quality hindi nya kayang mafull yung phone kahit man lang 50% hindi pa nya kaya parang hindi 20000mah parang nasa 5000mah lang sya nakaka diappoint.,1,Negative
Bat yan lang po yung dumating kulang pa ng 3 items po pa check na lang po,1,Negative
Medyo manipis sya pero it serves it' s purpose tsaka kasya naman sya sa butas don sa charger. 5 stars pa din. Sulit pa din kase 9 pesos lang.,4,Positive
Maganda po yung item at matibay. Heavy duty. Mabigat yung base nya kaya Hindi basta- basta matutumba.,4,Positive
What you see is not what you get. Hahaha very disappointed. Napaka pangit ng quality. Sobrang liit pa.,0,Negative
Working po sya sana po tumagal im oppo fan kaya po nagustuhan q po talaga sya salamat shoppe oppo at kay kua rider,4,Positive
Panget ng pag kabalot bara bara lang di na ko order sa shop na to,0,Negative
Maganda naman yung tela kaso sira nung dumating sakin Need pa irepair buti nalang mananahi nanay ko,1,Neutral
The packaging was awful! P& G SERIOUSLY? yupi yupi na mga items. Punit na rin yung lagayan ng soap. May blue grains all over.,1,Negative
Order ko 2L tsaka maganda design pinadala. niyo sakin plain malayo sa order ko maliit pa Kayo pala nagdedesisyon ng idedeliver bakit naglagay pa kayo choices Haisttt Panget ng shop niyo Tapos di pa nagrereply sa chat Haist,0,Negative
Bilis ng dating ahhh. sana lang maayos sya gamitin. thanku sahoppeeeee and sellerrrr.,3,Positive
Item received na thank you so much po and thank you din kay kuya rider na delivered pa rin ung item kahit pagabe na. Sa uulitin po ulit maganda at maayos din po ung item. Thank you po,4,Positive
"delayed yung delivery but valid reason namn ng rider, ok naman yung item naka bubble wrap naman pero bat black kulay ng order ko tapos blue yung send ng seller nextime be accurate po para di mag expect ang customer nyu, tapos yung seller di nagresponse sa mga chat wala na dapat variation mali naman",1,Neutral
Lightweight pero bulky. Ang hirap gamitin sa maigsing buhok sa sobrang laki. Pinagtyagaan ko nalang din gamitin. Yung low hindi masyadong mainit pero malakas buga ng hangin. Yung high ang talagang mainit. Yung medium mahina talaga. Nagwave din ang buhok ko katagalan. Pang- blower lang sya hindi pang- straight yun lang. Salamat.,3,Neutral
NEX TIME SELLER PLEASE TAKE GOOD CARE OF OUR ORDER WRAP IT PROPERLY AND PUT SOME EFFORTS ON IT! WALA SA AYOS TO MAG INGAT NG ORDER! TIYAK NA SIRA TALAGA ITEM MO DITO! OVERSEAS TO HA PERO TIGNAN NYO YUNG PAGKAKABALOT NG ITEM. PARANG LUTONG ULAM LANG SA KANTO PAGKAKA BALOT! HINDI MAN LANG NILAGAY SA LOOB NG BOX AT WALANG BUBBLE WRAP SA LOOB. MAGAAN LANG YUNG MOUSE AT HINDI PANG HEAVY DUTY MURA LANG KASI KAYA MABILI AT RECOMMENDED PERO SA QUALITY AT DURABILITY MALABO TO GUYS. HANAP NALANG KAYO NG IBA,0,Negative
